File.ID	File.Name	Data.Category	Data.Type	Project.ID	Case.ID	Sample.ID	Sample.Type	id	filename	md5	size	state
c5d5d9f7-63f0-4fd6-9149-08654a30df1c	f469c3c7-37ad-4ff6-a016-00d6007bf2a8_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-IC-A6RE	TCGA-IC-A6RE-11A	Solid Tissue Normal	c5d5d9f7-63f0-4fd6-9149-08654a30df1c	f469c3c7-37ad-4ff6-a016-00d6007bf2a8_wxs_gdc_realn.bam	0b9b52925a9b3511026862d42ad8b6e9	14920222334	released
1bcd91bc-eec9-4f09-b9e6-6ab8d396ece9	24122e83-d0d6-4e3c-9aaa-7d3edeae0b8e_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-LN-A7HX	TCGA-LN-A7HX-10A	Blood Derived Normal	1bcd91bc-eec9-4f09-b9e6-6ab8d396ece9	24122e83-d0d6-4e3c-9aaa-7d3edeae0b8e_wxs_gdc_realn.bam	a42b5a278c5f044dff18b48d84711015	17745241811	released
ce604145-acb5-40e7-8d38-43c99c30413b	5a9e8a71-e4fd-4699-bd7a-a02771c76ebc_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-L5-A8NT	TCGA-L5-A8NT-11A	Solid Tissue Normal	ce604145-acb5-40e7-8d38-43c99c30413b	5a9e8a71-e4fd-4699-bd7a-a02771c76ebc_wxs_gdc_realn.bam	e2ebb2fcb90a618961eb6486961367ee	19093713586	released
26519e75-a6c1-4504-9266-f3b95a422a3a	e2c48d4f-1ebf-4567-9f5b-4568250a40b3_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-L5-A43E	TCGA-L5-A43E-11A	Solid Tissue Normal	26519e75-a6c1-4504-9266-f3b95a422a3a	e2c48d4f-1ebf-4567-9f5b-4568250a40b3_wxs_gdc_realn.bam	bbc63ca147bde54416fbf71c3c827ae5	15106928274	released
b228a820-afcf-4aef-8881-72eb306ebfab	d1df52b2-f7fe-40bb-ae0e-d964d9272175_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-IG-A50L	TCGA-IG-A50L-10A	Blood Derived Normal	b228a820-afcf-4aef-8881-72eb306ebfab	d1df52b2-f7fe-40bb-ae0e-d964d9272175_wxs_gdc_realn.bam	caf60580001ee1e38dc4324da1b534a2	10799037008	released
4d6779f1-9fa4-4370-af19-a5977ae8a969	3c15c909-6c3b-45cb-96e7-4aaadf93e541_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-IG-A3YB	TCGA-IG-A3YB-10A	Blood Derived Normal	4d6779f1-9fa4-4370-af19-a5977ae8a969	3c15c909-6c3b-45cb-96e7-4aaadf93e541_wxs_gdc_realn.bam	8c6c720aae836c36d6c1b593131caf10	15732159207	released
73eeeddc-3c06-4932-9e02-71fb3406a54e	d0f9ae1f-8474-44d5-bed1-101b2c86c33e_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-JY-A6F8	TCGA-JY-A6F8-10A	Blood Derived Normal	73eeeddc-3c06-4932-9e02-71fb3406a54e	d0f9ae1f-8474-44d5-bed1-101b2c86c33e_wxs_gdc_realn.bam	324bfe30db9a9748309c6d697524f3fb	13862095454	released
6d0a0c65-7778-45fe-8e1e-ec11622dd2c0	2e955c1a-8b26-46fc-a05e-f2d7ac8eca8c_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-R6-A8WC	TCGA-R6-A8WC-10A	Blood Derived Normal	6d0a0c65-7778-45fe-8e1e-ec11622dd2c0	2e955c1a-8b26-46fc-a05e-f2d7ac8eca8c_wxs_gdc_realn.bam	362fbad58699da86fde77ff9269d7d1b	12444558927	released
22ada141-4d6c-4dd6-b267-3046536f0522	deb263ba-4437-4d37-bde6-67d28cff9bf3_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-L5-A4OQ	TCGA-L5-A4OQ-11A	Solid Tissue Normal	22ada141-4d6c-4dd6-b267-3046536f0522	deb263ba-4437-4d37-bde6-67d28cff9bf3_wxs_gdc_realn.bam	b44217cd4c3ffd05c07b3190126918c9	11495400994	released
50bae3f2-dce5-4f07-a039-72681638f348	46ff075c-bad7-476a-8841-bb8e7378c3b9_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-L5-A8NL	TCGA-L5-A8NL-11A	Solid Tissue Normal	50bae3f2-dce5-4f07-a039-72681638f348	46ff075c-bad7-476a-8841-bb8e7378c3b9_wxs_gdc_realn.bam	3e35d41bf8008e3381a5804d83ea5bd4	13641717622	released
7ae45251-b883-487f-84af-0a3522548f50	4193b59f-a175-4ab2-844b-1975c5563fbc_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-L5-A4OU	TCGA-L5-A4OU-11A	Solid Tissue Normal	7ae45251-b883-487f-84af-0a3522548f50	4193b59f-a175-4ab2-844b-1975c5563fbc_wxs_gdc_realn.bam	11f571d665c1f7cdad6f655543e4ee62	14732820504	released
545bd8eb-336d-44e6-9cfb-60e1d7b4b15f	06532cf4-0464-427c-b802-8e7b7a5bd0b1_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-LN-A49X	TCGA-LN-A49X-10A	Blood Derived Normal	545bd8eb-336d-44e6-9cfb-60e1d7b4b15f	06532cf4-0464-427c-b802-8e7b7a5bd0b1_wxs_gdc_realn.bam	e95e08b82f216d6c77504f91200e3b5b	13112791871	released
74281474-7b30-42d9-ab78-457acdb92621	b064d16c-7950-44f2-9472-d9e11d8cd108_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-VR-A8EU	TCGA-VR-A8EU-10A	Blood Derived Normal	74281474-7b30-42d9-ab78-457acdb92621	b064d16c-7950-44f2-9472-d9e11d8cd108_wxs_gdc_realn.bam	b1bccd39a9af8389d122f97776ee18ba	14924963441	released
4b245028-7f1c-45fd-b157-c4d7d2fc258f	3fc2bd45-8cf9-420d-b900-a0fee703731d_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-R6-A6L4	TCGA-R6-A6L4-10A	Blood Derived Normal	4b245028-7f1c-45fd-b157-c4d7d2fc258f	3fc2bd45-8cf9-420d-b900-a0fee703731d_wxs_gdc_realn.bam	b6384be62a37a8f97430a58d47d40fc1	13345596487	released
1de015e7-ab78-4a74-a7e0-59578e78712b	1909da38-51a6-4177-a899-14f1f61c0b69_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-LN-A49P	TCGA-LN-A49P-10A	Blood Derived Normal	1de015e7-ab78-4a74-a7e0-59578e78712b	1909da38-51a6-4177-a899-14f1f61c0b69_wxs_gdc_realn.bam	161b6e818fcd36a99c09598068934039	18888200636	released
e020df97-4192-4caa-826c-7e2c144fb1e6	649ea019-02b4-46a5-8468-a38e572e7595_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-2H-A9GH	TCGA-2H-A9GH-11A	Solid Tissue Normal	e020df97-4192-4caa-826c-7e2c144fb1e6	649ea019-02b4-46a5-8468-a38e572e7595_wxs_gdc_realn.bam	ee242d948e9fee53fa52996d2e59a90e	13477442459	released
825d4912-e00d-4361-a671-780df75051d1	e61500b2-f617-4c8c-bbf4-0dba18979ba0_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-VR-A8EP	TCGA-VR-A8EP-10B	Blood Derived Normal	825d4912-e00d-4361-a671-780df75051d1	e61500b2-f617-4c8c-bbf4-0dba18979ba0_wxs_gdc_realn.bam	c90a0edb105d676734bb8ae6ee6d17f1	13486796348	released
28313a48-1a8d-4a7b-9f56-8395fa821f07	871ea69a-5531-48fd-9f16-1918dd96a9e5_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-2H-A9GO	TCGA-2H-A9GO-11A	Solid Tissue Normal	28313a48-1a8d-4a7b-9f56-8395fa821f07	871ea69a-5531-48fd-9f16-1918dd96a9e5_wxs_gdc_realn.bam	656c4a25470f2bb521e5afaaa35575ac	13329757965	released
0c4022ce-5522-4df6-b848-a440d36a7687	05dd77a6-c3a2-44e5-b6aa-a69f9a88ffc1_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-L5-A4ON	TCGA-L5-A4ON-11A	Solid Tissue Normal	0c4022ce-5522-4df6-b848-a440d36a7687	05dd77a6-c3a2-44e5-b6aa-a69f9a88ffc1_wxs_gdc_realn.bam	36fe2f718473bb854e6eb0c10d27e96f	13760148377	released
a6800a07-7247-4679-93ad-2fb3123206a0	b224c840-9566-4aa5-9f0d-7386909da464_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-L5-A891	TCGA-L5-A891-11A	Solid Tissue Normal	a6800a07-7247-4679-93ad-2fb3123206a0	b224c840-9566-4aa5-9f0d-7386909da464_wxs_gdc_realn.bam	998acbda795c57dc97ee53c6269b3e77	17790676079	released
11d6b2b4-142d-4f33-9360-b02da09e71f2	50939d6d-df1d-4f3e-8857-c4d11e46ba5e_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-LN-A4A4	TCGA-LN-A4A4-10A	Blood Derived Normal	11d6b2b4-142d-4f33-9360-b02da09e71f2	50939d6d-df1d-4f3e-8857-c4d11e46ba5e_wxs_gdc_realn.bam	b6323d273d389e8da92e53c27cfacb3a	12796935023	released
6ba19f22-9174-4276-b6f6-bff65085c8f1	869d84b3-0323-4628-b475-37ce31d22d02_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-ESCA	TCGA-XP-A8T6	TCGA-XP-A8T6-10A	Blood Derived Normal	6ba19f22-9174-4276-b6f6-bff65085c8f1	869d84b3-0323-4628-b475-37ce31d22d02_wxs_gdc_realn.bam	6f9581f22e8a0b11a77ce5483e0a2393	15189998584	released
28f3b9a5-2f60-4e84-8d77-a1cefd143582	8ad40192-c404-4cfa-b30c-1e76452dadbc_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E9-A1N9	TCGA-E9-A1N9-10A	Blood Derived Normal	28f3b9a5-2f60-4e84-8d77-a1cefd143582	8ad40192-c404-4cfa-b30c-1e76452dadbc_wxs_gdc_realn.bam	9a612c10abd5d624873ba12b2bb2a3b9	21710335563	released
94d5a98b-38c4-41ac-8c4c-2feb4d52eda9	2765bf65-94df-4c9a-91c2-0bb653729c02_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0HK	TCGA-BH-A0HK-10A	Blood Derived Normal	94d5a98b-38c4-41ac-8c4c-2feb4d52eda9	2765bf65-94df-4c9a-91c2-0bb653729c02_wxs_gdc_realn.bam	5500243585821828a4b33c5e8ff94f43	30266757631	released
4011d66c-9111-41f8-892d-08905c861557	2761c6e7-affc-4ffe-a72a-1d1203d574c4_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AN-A04A	TCGA-AN-A04A-10A	Blood Derived Normal	4011d66c-9111-41f8-892d-08905c861557	2761c6e7-affc-4ffe-a72a-1d1203d574c4_wxs_gdc_realn.bam	fcee30ec064d88dffe0f065bdf248319	20828075922	released
681f110a-9c08-4a17-8eac-2fd379c7d29c	4cdd2f93-e0d1-4420-bf4d-ba004cc0599c_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A202	TCGA-BH-A202-10A	Blood Derived Normal	681f110a-9c08-4a17-8eac-2fd379c7d29c	4cdd2f93-e0d1-4420-bf4d-ba004cc0599c_wxs_gdc_realn.bam	0d99a066580def592c446f848db87456	22942452047	released
5ec959d1-9ec7-4855-8ccd-39bd3a2bc871	6db47e2e-f864-4b04-8a81-45bf16681178_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E9-A1RG	TCGA-E9-A1RG-10A	Blood Derived Normal	5ec959d1-9ec7-4855-8ccd-39bd3a2bc871	6db47e2e-f864-4b04-8a81-45bf16681178_wxs_gdc_realn.bam	a5d963e414ae0e5b0d4402b9fe655451	21585739976	released
b2773172-e2a2-44f7-b345-e3ddd24653f2	b3bbaa37-c5ad-44d8-aab3-78472e776a66_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-C8-A27A	TCGA-C8-A27A-10B	Blood Derived Normal	b2773172-e2a2-44f7-b345-e3ddd24653f2	b3bbaa37-c5ad-44d8-aab3-78472e776a66_wxs_gdc_realn.bam	756b5d788a07b933c9693cef22d0b020	22953118622	released
d004b7d5-adb2-42ca-83cb-950ee7c2d1cb	992642bc-6b17-456e-acf5-e2ec2a1f2a08_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E9-A1NE	TCGA-E9-A1NE-10A	Blood Derived Normal	d004b7d5-adb2-42ca-83cb-950ee7c2d1cb	992642bc-6b17-456e-acf5-e2ec2a1f2a08_wxs_gdc_realn.bam	67187a08ab9604aa65a8b56e8f280e96	23914449762	released
a06dca3f-6ba1-4401-9aa6-b2b262368d2c	c99e4cec-5fc3-4dc9-9c38-b72dbea39d3f_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0RX	TCGA-BH-A0RX-10A	Blood Derived Normal	a06dca3f-6ba1-4401-9aa6-b2b262368d2c	c99e4cec-5fc3-4dc9-9c38-b72dbea39d3f_wxs_gdc_realn.bam	83b285a2b13dadd3e302b3d93d47f707	18965645828	released
3a20d63c-4e12-4f55-8313-ce228df86de5	5e039180-7cbb-44b6-bc05-6e11e7393ebe_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0H5	TCGA-BH-A0H5-10A	Blood Derived Normal	3a20d63c-4e12-4f55-8313-ce228df86de5	5e039180-7cbb-44b6-bc05-6e11e7393ebe_wxs_gdc_realn.bam	854efa735dca40ed59ca432be9ffac33	19718547119	released
2407ef15-b661-4119-98cc-cb1482d621b7	3294b1ce-7e97-4973-86d3-71866f5a16c7_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-D8-A140	TCGA-D8-A140-10A	Blood Derived Normal	2407ef15-b661-4119-98cc-cb1482d621b7	3294b1ce-7e97-4973-86d3-71866f5a16c7_wxs_gdc_realn.bam	5aa6f5649a71a3f0b1d89c38b12e6a19	23077737465	released
2d112df5-7692-44df-9387-68ccfe5fb3a9	323e0bfd-8f8f-41a8-a94a-8d2d862a15b1_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-C8-A12P	TCGA-C8-A12P-10A	Blood Derived Normal	2d112df5-7692-44df-9387-68ccfe5fb3a9	323e0bfd-8f8f-41a8-a94a-8d2d862a15b1_wxs_gdc_realn.bam	6eec79389b09c9bd2796e72c880f56a5	24607381312	released
f02dbf73-0a75-4d95-b973-8fe9bb8176cd	6ddf4ce5-5956-4394-af6e-f840573ac67e_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0H6	TCGA-BH-A0H6-10A	Blood Derived Normal	f02dbf73-0a75-4d95-b973-8fe9bb8176cd	6ddf4ce5-5956-4394-af6e-f840573ac67e_wxs_gdc_realn.bam	f22c3ec8e123fb9c33dbe7edf0667332	26121400149	released
6709cabe-a6e8-4f31-a55f-f90825b3be14	39d05c29-a4bb-4b5f-a818-c94045721134_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-EW-A1OV	TCGA-EW-A1OV-10A	Blood Derived Normal	6709cabe-a6e8-4f31-a55f-f90825b3be14	39d05c29-a4bb-4b5f-a818-c94045721134_wxs_gdc_realn.bam	536b54bdb62f2020f6052afd15bbdea0	36209124296	released
701b953d-64f3-41c6-8415-00faaa1d778a	8d56ba71-9300-4982-8908-7a350aa3b040_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A2-A1FX	TCGA-A2-A1FX-10A	Blood Derived Normal	701b953d-64f3-41c6-8415-00faaa1d778a	8d56ba71-9300-4982-8908-7a350aa3b040_wxs_gdc_realn.bam	592a241235bb9518bf43f873ac67e796	19547619340	released
98d46a57-da63-48ee-ab17-92453faa9000	67693f81-bf05-4221-ba0b-3a4ce2217bf3_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AR-A2LO	TCGA-AR-A2LO-10A	Blood Derived Normal	98d46a57-da63-48ee-ab17-92453faa9000	67693f81-bf05-4221-ba0b-3a4ce2217bf3_wxs_gdc_realn.bam	277564601d862564eb18b37c39fa9ebb	24183159315	released
cd14b4a9-4cdb-454e-b2ef-afa12d71a74c	60f8560f-d97c-4ed2-a52a-161dba0d07d2_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-D8-A27V	TCGA-D8-A27V-10A	Blood Derived Normal	cd14b4a9-4cdb-454e-b2ef-afa12d71a74c	60f8560f-d97c-4ed2-a52a-161dba0d07d2_wxs_gdc_realn.bam	ac3dcffcc7ce472fed47d9b50a40a6c5	22392466003	released
c1404e88-136b-48ec-91bd-e2420900850b	d5b0ec6a-964e-45ca-bfdd-31757e3dfeaf_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-EW-A2FR	TCGA-EW-A2FR-10A	Blood Derived Normal	c1404e88-136b-48ec-91bd-e2420900850b	d5b0ec6a-964e-45ca-bfdd-31757e3dfeaf_wxs_gdc_realn.bam	1ab9fa4ca274035f5bbfeb5c02513c81	17451552539	released
3d180928-22fa-4c3e-aad6-79196e364900	5069f07e-fae4-47fc-8512-0ca8b9f19494_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-PE-A5DD	TCGA-PE-A5DD-10A	Blood Derived Normal	3d180928-22fa-4c3e-aad6-79196e364900	5069f07e-fae4-47fc-8512-0ca8b9f19494_wxs_gdc_realn.bam	af3dcdedf4a3024d4f233a058ceacd63	14133737038	released
c87e4aa6-5117-4d10-a425-aa45a5863a1f	ab57a14c-8ada-4971-8cbd-22a455256bd4_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A2-A0T4	TCGA-A2-A0T4-10A	Blood Derived Normal	c87e4aa6-5117-4d10-a425-aa45a5863a1f	ab57a14c-8ada-4971-8cbd-22a455256bd4_wxs_gdc_realn.bam	03d09704c0e549ec07239910f3ec544c	18921338272	released
b6932084-2ae9-4e79-8fe3-922f5239666d	d4ad0739-04d5-4d68-a794-7fe9aa13ff38_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A7-A26I	TCGA-A7-A26I-10A	Blood Derived Normal	b6932084-2ae9-4e79-8fe3-922f5239666d	d4ad0739-04d5-4d68-a794-7fe9aa13ff38_wxs_gdc_realn.bam	fd0f8382946d6d2ce9ab37154beb5d16	23485129645	released
fb644bfc-84a8-4b18-9d74-900f4e59ff1b	d486a6d4-f7b9-4df1-b14f-df434c457363_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E2-A1AZ	TCGA-E2-A1AZ-10A	Blood Derived Normal	fb644bfc-84a8-4b18-9d74-900f4e59ff1b	d486a6d4-f7b9-4df1-b14f-df434c457363_wxs_gdc_realn.bam	5a4edc58e10e832682741594a99e4c80	29334209725	released
a6faeb2f-8c2e-40fd-9f40-85c84b5256fb	263fb74b-c2f8-4ad7-8b3e-0e02749d167e_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A8-A08X	TCGA-A8-A08X-10A	Blood Derived Normal	a6faeb2f-8c2e-40fd-9f40-85c84b5256fb	263fb74b-c2f8-4ad7-8b3e-0e02749d167e_wxs_gdc_realn.bam	e9df49ca5a676c3592a4cbf0cc9497a6	24447109999	released
c74389f5-7ebe-4095-a57b-4894065a9a6e	548fcaa0-101b-4c84-b65e-1bec3a6a4354_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A7-A4SC	TCGA-A7-A4SC-10A	Blood Derived Normal	c74389f5-7ebe-4095-a57b-4894065a9a6e	548fcaa0-101b-4c84-b65e-1bec3a6a4354_wxs_gdc_realn.bam	b45c5f660159b164a07e4ba779fc71b6	15309130684	released
2297f610-71a4-4462-ba20-1b757b4e1929	5f044f10-3304-4071-8d16-906af45517dd_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-LL-A73Y	TCGA-LL-A73Y-10B	Blood Derived Normal	2297f610-71a4-4462-ba20-1b757b4e1929	5f044f10-3304-4071-8d16-906af45517dd_wxs_gdc_realn.bam	16f24ca6d1ee8b6bb9f3cb93bea206f6	13955997268	released
3c8bf5df-b0bb-4dd8-aa03-8711d9606d13	e1dd081e-0bf7-47aa-80d1-68805a933372_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-S3-A6ZH	TCGA-S3-A6ZH-10B	Blood Derived Normal	3c8bf5df-b0bb-4dd8-aa03-8711d9606d13	e1dd081e-0bf7-47aa-80d1-68805a933372_wxs_gdc_realn.bam	12bfd6720fe390be6682185218f1d571	20381603726	released
34214163-3c50-47e6-8ea0-b7fd21df98b5	23a17775-be43-4421-8988-1b24ae34780f_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-D8-A73W	TCGA-D8-A73W-10A	Blood Derived Normal	34214163-3c50-47e6-8ea0-b7fd21df98b5	23a17775-be43-4421-8988-1b24ae34780f_wxs_gdc_realn.bam	07e3e8bb9a01a4e2f3523492f54eb94a	11561887616	released
3b982e18-40ed-4d63-b20a-796b85d7539a	6d77bba9-4db6-4277-b5ce-b7e3d2f1d7cc_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-D8-A1X5	TCGA-D8-A1X5-10A	Blood Derived Normal	3b982e18-40ed-4d63-b20a-796b85d7539a	6d77bba9-4db6-4277-b5ce-b7e3d2f1d7cc_wxs_gdc_realn.bam	8cbcd27c86bca43e25371f1223b0f7af	15525091699	released
f414cd80-00d1-4bf1-a54b-e0a4ef983e32	03da9810-f78d-4eec-bd34-20fc79a57fd6_wxs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-GBM	TCGA-14-3476	TCGA-14-3476-10A	Blood Derived Normal	f414cd80-00d1-4bf1-a54b-e0a4ef983e32	03da9810-f78d-4eec-bd34-20fc79a57fd6_wxs_gdc_realn.bam	71736ff0bc515846a81311e93fc4d2b5	24872300040	released
